sample-id	absolute-filepath
25x3x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/25x3x6F.fastq.gz
25x3x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/25x3x10F.fastq.gz
25x3x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/25x3x14F.fastq.gz
25x3x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/25x3x18F.fastq.gz
25x3x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/25x3x22F.fastq.gz
26x1x4	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x1x2F.fastq.gz
26x1x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x1x6F.fastq.gz
26x1x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x1x10F.fastq.gz
26x1x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x1x14F.fastq.gz
26x1x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x1x18F.fastq.gz
26x1x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x1x22F.fastq.gz
26x3x4	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x3x2F.fastq.gz
26x3x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x3x6F.fastq.gz
26x3x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x3x10F.fastq.gz
26x3x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x3x14F.fastq.gz
26x3x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x3x18F.fastq.gz
26x3x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/26x3x22F.fastq.gz
27x3x4	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/27x3x2F.fastq.gz
27x3x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/27x3x6F.fastq.gz
27x3x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/27x3x10F.fastq.gz
27x3x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/27x3x14F.fastq.gz
27x3x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/27x3x18F.fastq.gz
27x3x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/27x3x22F.fastq.gz
28x3x4	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/28x3x2F.fastq.gz
28x3x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/28x3x6F.fastq.gz
28x3x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/28x3x10F.fastq.gz
28x3x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/28x3x14F.fastq.gz
28x3x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/28x3x18F.fastq.gz
28x3x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/28x3x22F.fastq.gz
29x1x4	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x1x2F.fastq.gz
29x1x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x1x6F.fastq.gz
29x1x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x1x10F.fastq.gz
29x1x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x1x14F.fastq.gz
29x1x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x1x18F.fastq.gz
29x1x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x1x22F.fastq.gz
29x3x4	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x3x2F.fastq.gz
29x3x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x3x6F.fastq.gz
29x3x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x3x10F.fastq.gz
29x3x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x3x14F.fastq.gz
29x3x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x3x18F.fastq.gz
29x3x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/29x3x22F.fastq.gz
30x1x4	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x1x2F.fastq.gz
30x1x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x1x6F.fastq.gz
30x1x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x1x10F.fastq.gz
30x1x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x1x14F.fastq.gz
30x1x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x1x18F.fastq.gz
30x1x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x1x22F.fastq.gz
30x3x4	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x3x2F.fastq.gz
30x3x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x3x6F.fastq.gz
30x3x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x3x10F.fastq.gz
30x3x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x3x14F.fastq.gz
30x3x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x3x18F.fastq.gz
30x3x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/30x3x22F.fastq.gz
31x3x4	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/31x3x2F.fastq.gz
31x3x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/31x3x6F.fastq.gz
31x3x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/31x3x10F.fastq.gz
31x3x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/31x3x14F.fastq.gz
31x3x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/31x3x18F.fastq.gz
31x3x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/31x3x22F.fastq.gz
32x3x4	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/32x3x2F.fastq.gz
32x3x8	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/32x3x6F.fastq.gz
32x3x12	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/32x3x10F.fastq.gz
32x3x16	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/32x3x14F.fastq.gz
32x3x20	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/32x3x18F.fastq.gz
32x3x0	/Users/drgeasy/GoogleDrive/manifest_example/timedfeeding/2-rawfastq/FORWARD/32x3x22F.fastq.gz
