sampleid	animal_id	cat_animal_id	zt_time	cat_zt_time	sex	sex_name	diet_num	diet_group	week_name	week_num	study	cage_id	cohort	age	group	diet	comment_master_id	comment_body_weight	comment_food_intake	exclude_global	exclude_globalnote	runner	runner_note	crumbler	crumbler_note	global_behavior	behavior_note	fi_note	fi_g0	fi_g1	fi_g2	fi_g3	fi_g4	fi_g5	fi_g6	fi_g7	fi_g8	fi_g9	fi_g10	fi_g11	fi_g12	fi_g13	fi_g14	fi_g15	fi_g16	fi_g17	fi_g18	fi_g19	fi_kcal0	fi_kcal1	fi_kcal2	fi_kcal3	fi_kcal4	fi_kcal5	fi_kcal6	fi_kcal7	fi_kcal8	fi_kcal9	fi_kcal10	fi_kcal11	fi_kcal12	fi_kcal13	fi_kcal14	fi_kcal15	fi_kcal16	fi_kcal17	fi_kcal18	fi_kcal19	fi_kcal20	fi_kcal21	fi_kcal22	fi_kcal23	fi_kcal24	fi_carbkcal0	fi_carbkcal1	fi_carbkcal2	fi_carbkcal3	fi_carbkcal4	fi_carbkcal5	fi_carbkcal6	fi_carbkcal7	fi_carbkcal8	fi_carbkcal9	fi_carbkcal10	fi_carbkcal11	fi_carbkcal12	fi_carbkcal13	fi_carbkcal14	fi_carbkcal15	fi_carbkcal16	fi_carbkcal17	fi_carbkcal18	fi_carbkcal19	fi_carbkcal20	fi_carbkcal21	fi_carbkcal22	fi_carbkcal23	fi_carbkcal24	fi_fatkcal0	fi_fatkcal1	fi_fatkcal2	fi_fatkcal3	fi_fatkcal4	fi_fatkcal5	fi_fatkcal6	fi_fatkcal7	fi_fatkcal8	fi_fatkcal9	fi_fatkcal10	fi_fatkcal11	fi_fatkcal12	fi_fatkcal13	fi_fatkcal14	fi_fatkcal15	fi_fatkcal16	fi_fatkcal17	fi_fatkcal18	fi_fatkcal19	fi_fatkcal20	fi_fatkcal21	fi_fatkcal22	fi_fatkcal23	fi_fatkcal24	fi_prokcal0	fi_prokcal1	fi_prokcal2	fi_prokcal3	fi_prokcal4	fi_prokcal5	fi_prokcal6	fi_prokcal7	fi_prokcal8	fi_prokcal9	fi_prokcal10	fi_prokcal11	fi_prokcal12	fi_prokcal13	fi_prokcal14	fi_prokcal15	fi_prokcal16	fi_prokcal17	fi_prokcal18	fi_prokcal19	fi_prokcal20	fi_prokcal21	fi_prokcal22	fi_prokcal23	fi_prokcal24	exclude_dead	arrival_body_weight	bw0	bw1	bw2	bw3	bw4	bw5	bw6	bw7	bw8	bw9	bw10	bw11	bw12	bw13	bw14	bw15	bw16	bw17	bw18	bw19	bw20	bw21	bw22	bw23	bw24	gtt_weight0	msmt0_0	msmt15_0	msmt30_0	msmt60_0	msmt90_0	msmt120_0	gtt_comments0	gtt_exclude0	gtt_incomp_dose0	gtt_health0	gtt_runner0	gtt_crumbler0	auc_glucose0	gtt_weight1	msmt0_1	msmt15_1	msmt30_1	msmt60_1	msmt90_1	msmt120_1	gtt_comments1	gtt_exclude1	gtt_incomp_dose1	gtt_health1	gtt_runner1	gtt_crumbler1	auc_glucose1	gtt_weight2	msmt0_2	msmt15_2	msmt30_2	msmt60_2	msmt90_2	msmt120_2	gtt_comments2	gtt_exclude2	gtt_incomp_dose2	gtt_health2	gtt_runner2	gtt_crumbler2	auc_glucose2	gtt_weight3	msmt0_3	msmt15_3	msmt30_3	msmt60_3	msmt90_3	msmt120_3	gtt_comments3	gtt_exclude3	gtt_incomp_dose3	gtt_health3	gtt_runner3	gtt_crumbler3	auc_glucose3	body_weight_mri0	fat_g0	lean_g0	freewater_g0	totalwater_g0	total_g0	fat_pct0	lean_pct0	mri_comments0	mri_exclude0	mri_health0	mri_runner0	mri_crumbler0	body_weight_mri1	fat_g1	lean_g1	freewater_g1	totalwater_g1	total_g1	fat_pct1	lean_pct1	mri_comments1	mri_exclude1	mri_health1	mri_runner1	mri_crumbler1	body_weight_mri2	fat_g2	lean_g2	freewater_g2	totalwater_g2	total_g2	fat_pct2	lean_pct2	mri_comments2	mri_exclude2	mri_health2	mri_runner2	mri_crumbler2	body_weight_mri3	fat_g3	lean_g3	freewater_g3	totalwater_g3	total_g3	fat_pct3	lean_pct3	mri_comments3	mri_exclude3	mri_health3	mri_runner3	mri_crumbler3	group2	bw_gain1_17	totg1_17	totg1_11	dead_note	totg1_4	totkcal1_17	totkcal1_11	totkcal1_4	bw_gain1_4	tcarbkcal1_17	tcarbkcal1_11	tcarbkcal1_4	tfatkcal1_17	tfatkcal1_11	tfatkcal1_4	tprokcal1_17	tprokcal1_11	tprokcal1_4	bw_kcal1_17	bw_kcal1_11	bw_kcal1_4	fi_g1em	fi_g2em	fi_g3em	fi_g4em	fi_g5em	fi_g6em	fi_g7em	fi_g8em	fi_g9em	fi_g10em	fi_g11em	fi_g12em	fi_g13em	fi_g14em	fi_g15em	fi_g16em	fi_g17em	fi_g18em	fi_g19em	fi_kcal1em	fi_kcal2em	fi_kcal3em	fi_kcal4em	fi_kcal5em	fi_kcal6em	fi_kcal7em	fi_kcal8em	fi_kcal9em	fi_kcal10em	fi_kcal11em	fi_kcal12em	fi_kcal13em	fi_kcal14em	fi_kcal15em	fi_kcal16em	fi_kcal17em	fi_kcal18em	fi_kcal19em	fi_carbkcal1em	fi_carbkcal2em	fi_carbkcal3em	fi_carbkcal4em	fi_carbkcal5em	fi_carbkcal6em	fi_carbkcal7em	fi_carbkcal8em	fi_carbkcal9em	fi_carbkcal10em	fi_carbkcal11em	fi_carbkcal12em	fi_carbkcal13em	fi_carbkcal14em	fi_carbkcal15em	fi_carbkcal16em	fi_carbkcal17em	fi_carbkcal18em	fi_carbkcal19em	fi_fatkcal1em	fi_fatkcal2em	fi_fatkcal3em	fi_fatkcal4em	fi_fatkcal5em	fi_fatkcal6em	fi_fatkcal7em	fi_fatkcal8em	fi_fatkcal9em	fi_fatkcal10em	fi_fatkcal11em	fi_fatkcal12em	fi_fatkcal13em	fi_fatkcal14em	fi_fatkcal15em	fi_fatkcal16em	fi_fatkcal17em	fi_fatkcal18em	fi_fatkcal19em	fi_prokcal1em	fi_prokcal2em	fi_prokcal3em	fi_prokcal4em	fi_prokcal5em	fi_prokcal6em	fi_prokcal7em	fi_prokcal8em	fi_prokcal9em	fi_prokcal10em	fi_prokcal11em	fi_prokcal12em	fi_prokcal13em	fi_prokcal14em	fi_prokcal15em	fi_prokcal16em	fi_prokcal17em	fi_prokcal18em	fi_prokcal19em	fi_g1lm	fi_g2lm	fi_g3lm	fi_g4lm	fi_g5lm	fi_g6lm	fi_g7lm	fi_g8lm	fi_g9lm	fi_g10lm	fi_g11lm	fi_g12lm	fi_g13lm	fi_g14lm	fi_g15lm	fi_g16lm	fi_g17lm	fi_g18lm	fi_g19lm	fi_g20lm	fi_g21lm	fi_g22lm	fi_g23lm	fi_g24lm	fi_kcal1lm	fi_kcal2lm	fi_kcal3lm	fi_kcal4lm	fi_kcal5lm	fi_kcal6lm	fi_kcal7lm	fi_kcal8lm	fi_kcal9lm	fi_kcal10lm	fi_kcal11lm	fi_kcal12lm	fi_kcal13lm	fi_kcal14lm	fi_kcal15lm	fi_kcal16lm	fi_kcal17lm	fi_kcal18lm	fi_kcal19lm	fi_carbkcal1lm	fi_carbkcal2lm	fi_carbkcal3lm	fi_carbkcal4lm	fi_carbkcal5lm	fi_carbkcal6lm	fi_carbkcal7lm	fi_carbkcal8lm	fi_carbkcal9lm	fi_carbkcal10lm	fi_carbkcal11lm	fi_carbkcal12lm	fi_carbkcal13lm	fi_carbkcal14lm	fi_carbkcal15lm	fi_carbkcal16lm	fi_carbkcal17lm	fi_carbkcal18lm	fi_carbkcal19lm	fi_fatkcal1lm	fi_fatkcal2lm	fi_fatkcal3lm	fi_fatkcal4lm	fi_fatkcal5lm	fi_fatkcal6lm	fi_fatkcal7lm	fi_fatkcal8lm	fi_fatkcal9lm	fi_fatkcal10lm	fi_fatkcal11lm	fi_fatkcal12lm	fi_fatkcal13lm	fi_fatkcal14lm	fi_fatkcal15lm	fi_fatkcal16lm	fi_fatkcal17lm	fi_fatkcal18lm	fi_fatkcal19lm	fi_prokcal1lm	fi_prokcal2lm	fi_prokcal3lm	fi_prokcal4lm	fi_prokcal5lm	fi_prokcal6lm	fi_prokcal7lm	fi_prokcal8lm	fi_prokcal9lm	fi_prokcal10lm	fi_prokcal11lm	fi_prokcal12lm	fi_prokcal13lm	fi_prokcal14lm	fi_prokcal15lm	fi_prokcal16lm	fi_prokcal17lm	fi_prokcal18lm	fi_prokcal19lm	bw_gain1_11	em_tg1_17	em_tg1_11	em_tg1_4	em_tkc1_17	em_tkc1_11	em_tkc1_4	em_tckc1_17	em_tckc1_11	em_tckc1_4	em_tfkc1_17	em_tfkc1_11	em_tfkc1_4	em_tpkc1_17	em_tpkc1_11	em_tpkc1_4	lm_tg1_17	lm_tg1_11	lm_tg1_4	lm_tckc1_17	lm_tfkc1_17	lm_tckc1_11	lm_tckc1_4	lm_tfkc1_11	lm_tfkc1_4	lm_tpkc1_17	lm_tpkc1_11	lm_tpkc1_4	p_em_tg1_17	p_em_tg1_11	p_em_tg1_4	lm_tkc1_17	lm_tkc1_11	lm_tkc1_4	p_em_tkc1_17	p_em_tkc1_11	p_em_tkc1_4	p_em_tckc1_17	p_em_tckc1_11	p_em_tckc1_4	p_em_tfkc1_17	p_em_tfkc1_11	p_em_tfkc1_4	p_em_tpkc1_17	p_em_tpkc1_11	p_em_tpkc1_4	p_lm_tg1_17	p_lm_tg1_11	p_lm_tg1_4	p_lm_tkc1_17	p_lm_tkc1_11	p_lm_tkc1_4	p_lm_tckc1_17	p_lm_tckc1_11	p_lm_tckc1_4	p_lm_tfkc1_17	p_lm_tfkc1_11	p_lm_tfkc1_4	p_lm_tpkc1_17	p_lm_tpkc1_11	p_lm_tpkc1_4	fatp_gain	leanp_gain	bw_gain1_13	bw_gain1_12	bw_gain1_14	bw_gain1_15	bw_gain1_16	fat_chng1_11	lean_chng1_11	fgain_g_kcal1_11	totkcal1_17b
1x1x0	1	an1	0	ZT  0	M	Male	1	MLF	Baseline	0	tf	1	1	6	clf	lf				0	na	0	na	0	na	0	na	During week 12 on 3.6.15 Gate # 1 was open all night long	23.87	27.3	25.3	25.1	21.7	21.3	22.2	24	24.2	23.1	24.2	24.5	18.2	24.18	27.5	23	20.4	26.1	17.7	23.97	91.92	105.1	97.4	96.63	83.54	82	85.47	92.4	93.17	88.93	93.17	94.32	70.07	93.09	105.87	88.55	78.54	100.48	68.14	92.3						64.27	73.49	68.1	67.56	58.41	57.33	59.76	64.6	65.14	62.18	65.14	65.95	48.99	65.09	74.03	61.91	54.91	70.26	47.64	64.54						9.24	10.56	9.79	9.71	8.39	8.24	8.59	9.28	9.36	8.93	9.36	9.48	7.04	9.35	10.64	8.9	7.89	10.1	6.84	9.27						18.33	20.96	19.43	19.27	16.66	16.35	17.04	18.43	18.58	17.74	18.58	18.81	13.97	18.57	21.12	17.66	15.66	20.04	13.59	18.41						0	19.6	19.8	23.1	24.4	24.7	23.5	21.5	23.6	24.4	25	25.3	25.6	25.7	25.1	25.4	25.8	26.2	26	27.5	25.9	26.3						19.8	95	154	189	141	96	94	na	0	0	0	0	0	15881.11	23.5	120	113	132	156	178	138	Animal 1 (CLF-M) looked like it had a delayed response according to the animal curve, we discussed and it should be EXCLUDED: 1	1	0	0	0	0	17882.14	26	124	172	170	133	122	122	na	0	0	0	0	0	16833.68	26.3	150	256	231	147	163.5	152	na	0	0	0	0	0	21832.55	20.4	2.24	16.97	0.35	13.06	19.56	0.11	0.87	na	0	0	0	0	23.5	3.8	18.74	0.07	13.62	22.61	0.17	0.83	na	0	0	0	0	25.7	3.34	19.72	0.02	15.39	23.08	0.14	0.85	40g tube	0	0	0	0	27.5	4.68	20.42	0.07	16.5	25.17	0.19	0.81	Duplicates: Averaged out	0	0	0	0	clf	7.700001	402.28	262.9	na	99.4	1548.73	1012.13	382.67	3.700001	1082.85	707.66	267.56	155.61	101.69	38.45	308.87	201.85	76.32	0.0049718	0.0058293	0.0096689																																																																																																																																																																																																				5.900002																																																													0.03	-0.02	5.6	5.300001	6	6.400002	6.200001	1.1	2.75	0.0010868	1548.73
1x1x4	1	an1	4	ZT  4	M	Male	1	MLF	Baseline	0	tf	1	1	6	clf	lf				0	na	0	na	0	na	0	na	During week 12 on 3.6.15 Gate # 1 was open all night long	23.87	27.3	25.3	25.1	21.7	21.3	22.2	24	24.2	23.1	24.2	24.5	18.2	24.18	27.5	23	20.4	26.1	17.7	23.97	91.92	105.1	97.4	96.63	83.54	82	85.47	92.4	93.17	88.93	93.17	94.32	70.07	93.09	105.87	88.55	78.54	100.48	68.14	92.3						64.27	73.49	68.1	67.56	58.41	57.33	59.76	64.6	65.14	62.18	65.14	65.95	48.99	65.09	74.03	61.91	54.91	70.26	47.64	64.54						9.24	10.56	9.79	9.71	8.39	8.24	8.59	9.28	9.36	8.93	9.36	9.48	7.04	9.35	10.64	8.9	7.89	10.1	6.84	9.27						18.33	20.96	19.43	19.27	16.66	16.35	17.04	18.43	18.58	17.74	18.58	18.81	13.97	18.57	21.12	17.66	15.66	20.04	13.59	18.41						0	19.6	19.8	23.1	24.4	24.7	23.5	21.5	23.6	24.4	25	25.3	25.6	25.7	25.1	25.4	25.8	26.2	26	27.5	25.9	26.3						19.8	95	154	189	141	96	94	na	0	0	0	0	0	15881.11	23.5	120	113	132	156	178	138	Animal 1 (CLF-M) looked like it had a delayed response according to the animal curve, we discussed and it should be EXCLUDED: 1	1	0	0	0	0	17882.14	26	124	172	170	133	122	122	na	0	0	0	0	0	16833.68	26.3	150	256	231	147	163.5	152	na	0	0	0	0	0	21832.55	20.4	2.24	16.97	0.35	13.06	19.56	0.11	0.87	na	0	0	0	0	23.5	3.8	18.74	0.07	13.62	22.61	0.17	0.83	na	0	0	0	0	25.7	3.34	19.72	0.02	15.39	23.08	0.14	0.85	40g tube	0	0	0	0	27.5	4.68	20.42	0.07	16.5	25.17	0.19	0.81	Duplicates: Averaged out	0	0	0	0	clf	7.700001	402.28	262.9	na	99.4	1548.73	1012.13	382.67	3.700001	1082.85	707.66	267.56	155.61	101.69	38.45	308.87	201.85	76.32	0.0049718	0.0058293	0.0096689																																																																																																																																																																																																				5.900002																																																													0.03	-0.02	5.6	5.300001	6	6.400002	6.200001	1.1	2.75	0.0010868	1548.73
1x1x8	1	an1	8	ZT  8	M	Male	1	MLF	Baseline	0	tf	1	1	6	clf	lf				0	na	0	na	0	na	0	na	During week 12 on 3.6.15 Gate # 1 was open all night long	23.87	27.3	25.3	25.1	21.7	21.3	22.2	24	24.2	23.1	24.2	24.5	18.2	24.18	27.5	23	20.4	26.1	17.7	23.97	91.92	105.1	97.4	96.63	83.54	82	85.47	92.4	93.17	88.93	93.17	94.32	70.07	93.09	105.87	88.55	78.54	100.48	68.14	92.3						64.27	73.49	68.1	67.56	58.41	57.33	59.76	64.6	65.14	62.18	65.14	65.95	48.99	65.09	74.03	61.91	54.91	70.26	47.64	64.54						9.24	10.56	9.79	9.71	8.39	8.24	8.59	9.28	9.36	8.93	9.36	9.48	7.04	9.35	10.64	8.9	7.89	10.1	6.84	9.27						18.33	20.96	19.43	19.27	16.66	16.35	17.04	18.43	18.58	17.74	18.58	18.81	13.97	18.57	21.12	17.66	15.66	20.04	13.59	18.41						0	19.6	19.8	23.1	24.4	24.7	23.5	21.5	23.6	24.4	25	25.3	25.6	25.7	25.1	25.4	25.8	26.2	26	27.5	25.9	26.3						19.8	95	154	189	141	96	94	na	0	0	0	0	0	15881.11	23.5	120	113	132	156	178	138	Animal 1 (CLF-M) looked like it had a delayed response according to the animal curve, we discussed and it should be EXCLUDED: 1	1	0	0	0	0	17882.14	26	124	172	170	133	122	122	na	0	0	0	0	0	16833.68	26.3	150	256	231	147	163.5	152	na	0	0	0	0	0	21832.55	20.4	2.24	16.97	0.35	13.06	19.56	0.11	0.87	na	0	0	0	0	23.5	3.8	18.74	0.07	13.62	22.61	0.17	0.83	na	0	0	0	0	25.7	3.34	19.72	0.02	15.39	23.08	0.14	0.85	40g tube	0	0	0	0	27.5	4.68	20.42	0.07	16.5	25.17	0.19	0.81	Duplicates: Averaged out	0	0	0	0	clf	7.700001	402.28	262.9	na	99.4	1548.73	1012.13	382.67	3.700001	1082.85	707.66	267.56	155.61	101.69	38.45	308.87	201.85	76.32	0.0049718	0.0058293	0.0096689																																																																																																																																																																																																				5.900002																																																													0.03	-0.02	5.6	5.300001	6	6.400002	6.200001	1.1	2.75	0.0010868	1548.73
1x1x12	1	an1	12	ZT 12	M	Male	1	MLF	Baseline	0	tf	1	1	6	clf	lf				0	na	0	na	0	na	0	na	During week 12 on 3.6.15 Gate # 1 was open all night long	23.87	27.3	25.3	25.1	21.7	21.3	22.2	24	24.2	23.1	24.2	24.5	18.2	24.18	27.5	23	20.4	26.1	17.7	23.97	91.92	105.1	97.4	96.63	83.54	82	85.47	92.4	93.17	88.93	93.17	94.32	70.07	93.09	105.87	88.55	78.54	100.48	68.14	92.3						64.27	73.49	68.1	67.56	58.41	57.33	59.76	64.6	65.14	62.18	65.14	65.95	48.99	65.09	74.03	61.91	54.91	70.26	47.64	64.54						9.24	10.56	9.79	9.71	8.39	8.24	8.59	9.28	9.36	8.93	9.36	9.48	7.04	9.35	10.64	8.9	7.89	10.1	6.84	9.27						18.33	20.96	19.43	19.27	16.66	16.35	17.04	18.43	18.58	17.74	18.58	18.81	13.97	18.57	21.12	17.66	15.66	20.04	13.59	18.41						0	19.6	19.8	23.1	24.4	24.7	23.5	21.5	23.6	24.4	25	25.3	25.6	25.7	25.1	25.4	25.8	26.2	26	27.5	25.9	26.3						19.8	95	154	189	141	96	94	na	0	0	0	0	0	15881.11	23.5	120	113	132	156	178	138	Animal 1 (CLF-M) looked like it had a delayed response according to the animal curve, we discussed and it should be EXCLUDED: 1	1	0	0	0	0	17882.14	26	124	172	170	133	122	122	na	0	0	0	0	0	16833.68	26.3	150	256	231	147	163.5	152	na	0	0	0	0	0	21832.55	20.4	2.24	16.97	0.35	13.06	19.56	0.11	0.87	na	0	0	0	0	23.5	3.8	18.74	0.07	13.62	22.61	0.17	0.83	na	0	0	0	0	25.7	3.34	19.72	0.02	15.39	23.08	0.14	0.85	40g tube	0	0	0	0	27.5	4.68	20.42	0.07	16.5	25.17	0.19	0.81	Duplicates: Averaged out	0	0	0	0	clf	7.700001	402.28	262.9	na	99.4	1548.73	1012.13	382.67	3.700001	1082.85	707.66	267.56	155.61	101.69	38.45	308.87	201.85	76.32	0.0049718	0.0058293	0.0096689																																																																																																																																																																																																				5.900002																																																													0.03	-0.02	5.6	5.300001	6	6.400002	6.200001	1.1	2.75	0.0010868	1548.73
1x1x16	1	an1	16	ZT 16	M	Male	1	MLF	Baseline	0	tf	1	1	6	clf	lf				0	na	0	na	0	na	0	na	During week 12 on 3.6.15 Gate # 1 was open all night long	23.87	27.3	25.3	25.1	21.7	21.3	22.2	24	24.2	23.1	24.2	24.5	18.2	24.18	27.5	23	20.4	26.1	17.7	23.97	91.92	105.1	97.4	96.63	83.54	82	85.47	92.4	93.17	88.93	93.17	94.32	70.07	93.09	105.87	88.55	78.54	100.48	68.14	92.3						64.27	73.49	68.1	67.56	58.41	57.33	59.76	64.6	65.14	62.18	65.14	65.95	48.99	65.09	74.03	61.91	54.91	70.26	47.64	64.54						9.24	10.56	9.79	9.71	8.39	8.24	8.59	9.28	9.36	8.93	9.36	9.48	7.04	9.35	10.64	8.9	7.89	10.1	6.84	9.27						18.33	20.96	19.43	19.27	16.66	16.35	17.04	18.43	18.58	17.74	18.58	18.81	13.97	18.57	21.12	17.66	15.66	20.04	13.59	18.41						0	19.6	19.8	23.1	24.4	24.7	23.5	21.5	23.6	24.4	25	25.3	25.6	25.7	25.1	25.4	25.8	26.2	26	27.5	25.9	26.3						19.8	95	154	189	141	96	94	na	0	0	0	0	0	15881.11	23.5	120	113	132	156	178	138	Animal 1 (CLF-M) looked like it had a delayed response according to the animal curve, we discussed and it should be EXCLUDED: 1	1	0	0	0	0	17882.14	26	124	172	170	133	122	122	na	0	0	0	0	0	16833.68	26.3	150	256	231	147	163.5	152	na	0	0	0	0	0	21832.55	20.4	2.24	16.97	0.35	13.06	19.56	0.11	0.87	na	0	0	0	0	23.5	3.8	18.74	0.07	13.62	22.61	0.17	0.83	na	0	0	0	0	25.7	3.34	19.72	0.02	15.39	23.08	0.14	0.85	40g tube	0	0	0	0	27.5	4.68	20.42	0.07	16.5	25.17	0.19	0.81	Duplicates: Averaged out	0	0	0	0	clf	7.700001	402.28	262.9	na	99.4	1548.73	1012.13	382.67	3.700001	1082.85	707.66	267.56	155.61	101.69	38.45	308.87	201.85	76.32	0.0049718	0.0058293	0.0096689																																																																																																																																																																																																				5.900002																																																													0.03	-0.02	5.6	5.300001	6	6.400002	6.200001	1.1	2.75	0.0010868	1548.73
1x1x20	1	an1	20	ZT 20 	M	Male	1	MLF	Baseline	0	tf	1	1	6	clf	lf				0	na	0	na	0	na	0	na	During week 12 on 3.6.15 Gate # 1 was open all night long	23.87	27.3	25.3	25.1	21.7	21.3	22.2	24	24.2	23.1	24.2	24.5	18.2	24.18	27.5	23	20.4	26.1	17.7	23.97	91.92	105.1	97.4	96.63	83.54	82	85.47	92.4	93.17	88.93	93.17	94.32	70.07	93.09	105.87	88.55	78.54	100.48	68.14	92.3						64.27	73.49	68.1	67.56	58.41	57.33	59.76	64.6	65.14	62.18	65.14	65.95	48.99	65.09	74.03	61.91	54.91	70.26	47.64	64.54						9.24	10.56	9.79	9.71	8.39	8.24	8.59	9.28	9.36	8.93	9.36	9.48	7.04	9.35	10.64	8.9	7.89	10.1	6.84	9.27						18.33	20.96	19.43	19.27	16.66	16.35	17.04	18.43	18.58	17.74	18.58	18.81	13.97	18.57	21.12	17.66	15.66	20.04	13.59	18.41						0	19.6	19.8	23.1	24.4	24.7	23.5	21.5	23.6	24.4	25	25.3	25.6	25.7	25.1	25.4	25.8	26.2	26	27.5	25.9	26.3						19.8	95	154	189	141	96	94	na	0	0	0	0	0	15881.11	23.5	120	113	132	156	178	138	Animal 1 (CLF-M) looked like it had a delayed response according to the animal curve, we discussed and it should be EXCLUDED: 1	1	0	0	0	0	17882.14	26	124	172	170	133	122	122	na	0	0	0	0	0	16833.68	26.3	150	256	231	147	163.5	152	na	0	0	0	0	0	21832.55	20.4	2.24	16.97	0.35	13.06	19.56	0.11	0.87	na	0	0	0	0	23.5	3.8	18.74	0.07	13.62	22.61	0.17	0.83	na	0	0	0	0	25.7	3.34	19.72	0.02	15.39	23.08	0.14	0.85	40g tube	0	0	0	0	27.5	4.68	20.42	0.07	16.5	25.17	0.19	0.81	Duplicates: Averaged out	0	0	0	0	clf	7.700001	402.28	262.9	na	99.4	1548.73	1012.13	382.67	3.700001	1082.85	707.66	267.56	155.61	101.69	38.45	308.87	201.85	76.32	0.0049718	0.0058293	0.0096689																																																																																																																																																																																																				5.900002																																																													0.03	-0.02	5.6	5.300001	6	6.400002	6.200001	1.1	2.75	0.0010868	1548.73
2x1x0	2	an2	0	ZT  0	F	Female	1	MLF	Baseline	0	tf	2	1	6	clf	lf				0	na	0	na	0	na	0	na	na	15.86	25.7	25.5	24.3	21	22.7	23	25	24.3	22.2	22.1	24.8	17.5	25	26.2	22.9	18.9	21	17.6	20.86	61.08	98.94	98.17	93.55	80.85	87.39	88.55	96.25	93.55	85.47	85.08	95.47	67.37	96.25	100.87	88.16	72.76	80.85	67.76	80.31						42.71	69.18	68.64	65.41	56.53	61.1	61.91	67.3	65.41	59.76	59.49	66.76	47.11	67.3	70.53	61.64	50.87	56.53	47.37	56.15						6.14	9.94	9.86	9.4	8.12	8.78	8.9	9.67	9.4	8.59	8.55	9.59	6.77	9.67	10.13	8.86	7.31	8.12	6.81	8.07						12.18	19.73	19.58	18.66	16.12	17.43	17.66	19.2	18.66	17.04	16.97	19.04	13.44	19.2	20.12	17.58	14.51	16.12	13.51	16.02						0	17.3	15.7	18.4	20.4	19.9	19.1	20.4	20.7	22.5	23.3	22.7	22.1	23.2	21.5	23	23.3	24.3	23.8	23.3	23.5	23.2						15.7	127	217	176	108	91	96	na	0	0	0	0	0	15508.67	19.3	120	200.5	159	106.5	84	80	na	0	0	0	0	0	14357.14	23.2	124.5	149	134	105	87	73	na	0	0	0	0	0	13045.51	23.4	128	218	224	147	118	98	na	0	0	0	0	0	18808.13	16.7	2.23	13.81	0.03	11.68	16.07	0.14	0.86	na	0	0	0	0	20.3	3.9	15.93	0.22	11.49	20.05	0.19	0.79	na	0	0	0	0	23.2	3.72	17.99	0.05	13.7	21.76	0.17	0.83	40g tube	0	0	0	0	23.3								Duplicates: Treated as missing due to high within variability	0	0	0	0	clf	7.599999	392.1	260.6	na	96.5	1509.53	1003.27	371.51	3.400001	1055.47	701.49	259.76	151.66	100.8	37.32	301.06	200.09	74.09	0.0050347	0.0074756	0.0091518																																																																																																																																																																																																				7.500001																																																													0.03	-0.03	7.3	5.8	7.599999	8.599999	8.099999	1.49	4.179999	0.0007393	1509.53
2x1x8	2	an2	8	ZT  8	F	Female	1	MLF	Baseline	0	tf	2	1	6	clf	lf				0	na	0	na	0	na	0	na	na	15.86	25.7	25.5	24.3	21	22.7	23	25	24.3	22.2	22.1	24.8	17.5	25	26.2	22.9	18.9	21	17.6	20.86	61.08	98.94	98.17	93.55	80.85	87.39	88.55	96.25	93.55	85.47	85.08	95.47	67.37	96.25	100.87	88.16	72.76	80.85	67.76	80.31						42.71	69.18	68.64	65.41	56.53	61.1	61.91	67.3	65.41	59.76	59.49	66.76	47.11	67.3	70.53	61.64	50.87	56.53	47.37	56.15						6.14	9.94	9.86	9.4	8.12	8.78	8.9	9.67	9.4	8.59	8.55	9.59	6.77	9.67	10.13	8.86	7.31	8.12	6.81	8.07						12.18	19.73	19.58	18.66	16.12	17.43	17.66	19.2	18.66	17.04	16.97	19.04	13.44	19.2	20.12	17.58	14.51	16.12	13.51	16.02						0	17.3	15.7	18.4	20.4	19.9	19.1	20.4	20.7	22.5	23.3	22.7	22.1	23.2	21.5	23	23.3	24.3	23.8	23.3	23.5	23.2						15.7	127	217	176	108	91	96	na	0	0	0	0	0	15508.67	19.3	120	200.5	159	106.5	84	80	na	0	0	0	0	0	14357.14	23.2	124.5	149	134	105	87	73	na	0	0	0	0	0	13045.51	23.4	128	218	224	147	118	98	na	0	0	0	0	0	18808.13	16.7	2.23	13.81	0.03	11.68	16.07	0.14	0.86	na	0	0	0	0	20.3	3.9	15.93	0.22	11.49	20.05	0.19	0.79	na	0	0	0	0	23.2	3.72	17.99	0.05	13.7	21.76	0.17	0.83	40g tube	0	0	0	0	23.3								Duplicates: Treated as missing due to high within variability	0	0	0	0	clf	7.599999	392.1	260.6	na	96.5	1509.53	1003.27	371.51	3.400001	1055.47	701.49	259.76	151.66	100.8	37.32	301.06	200.09	74.09	0.0050347	0.0074756	0.0091518																																																																																																																																																																																																				7.500001																																																													0.03	-0.03	7.3	5.8	7.599999	8.599999	8.099999	1.49	4.179999	0.0007393	1509.53
